sku,source_code,name,brand,size,price,product_type,file_category,file_confidence,final_category,final_slug,confidence,reason,evidence_basis,review_status,review_reason,reviewed_at,stage2_status,tree,is_pilot10,corrected_from_excel,in_original_focus350
ARD-3812,3812,لوشن سيف الفارس بابايا ليمون 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس بابايا ليمون 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3813,3813,لوشن سيف الفارس كاكاو وصويا 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس كاكاو وصويا 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3814,3814,لوشن سيف الفارس ألوفيرا بلو بيري 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس ألوفيرا بلو بيري 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3815,3815,لوشن سيف الفارس رمان عنب 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس رمان عنب 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3816,3816,لوشن سيف الفارس ماء ورد لوز 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس ماء ورد لوز 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3819,3819,شاور جل سنسيت بردايس,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل سنسيت بردايس; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3820,3820,شاور جل رومانتك وايت تي,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل رومانتك وايت تي; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3821,3821,شاور جل برتي بلوسوم,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل برتي بلوسوم; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3822,3822,شاور جل كاونتري كرين تي,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل كاونتري كرين تي; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3823,3823,شاور جل بيونس كاردن,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل بيونس كاردن; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3825,3825,بيرغموت,Saif Al Fares,,5000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=بيرغموت; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3826,3826,كراس و ساكا,Saif Al Fares,,5000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=كراس و ساكا; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3828,3828,عطر اكوا شهامه الورد 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا شهامه الورد 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3829,3829,عطر اكوا شهامه الليل 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا شهامه الليل 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3830,3830,عطر اكوا شهامه الروح 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا شهامه الروح 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3831,3831,عطر اكوا شهامه الاحلام 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا شهامه الاحلام 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3832,3832,عطر اكوا شهامه الشغف 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا شهامه الشغف 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3833,3833,عطر اكوا اصالة عود 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا اصالة عود 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3834,3834,عطر اكوا اصالة صفا 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا اصالة صفا 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3835,3835,عطر اكوا اصالة مسك 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر اكوا اصالة مسك 100 مل; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-3836,3836,عطر اكوا اصالة مروة 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا اصالة مروة 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3837,3837,عطر اكوا اصالة شروق 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا اصالة شروق 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3838,3838,عطر اكوا كلماتي قمر 100 مل,Saif Al Fares,100 مل,11000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا كلماتي قمر 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3839,3839,عطر اكوا كلماتي شمس 100 مل,Saif Al Fares,100 مل,11000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا كلماتي شمس 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3840,3840,عطر اكوا كلماتي رحمة 100 مل,Saif Al Fares,100 مل,11000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا كلماتي رحمة 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3842,3842,عطر اكوا كلماتي شوق 100 مل,Saif Al Fares,100 مل,11000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اكوا كلماتي شوق 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-92,92,عطر شيخ الشيوخ المركز 80 مل,Lattafa,80 مل,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر شيخ الشيوخ المركز 80 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-249,249,عطر قائد,Lattafa,,19000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قائد; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-287,287,عطر انا الابيض,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر انا الابيض; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-308,308,عطر اختياري,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اختياري; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-309,309,عطر وشوشه,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر وشوشه; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-310,310,عطر رغبه رجالي,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رغبه رجالي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-311,311,عطر رمز لطافه فضي,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رمز لطافه فضي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-312,312,عطر اعجازي لطافة,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اعجازي لطافة; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-422,422,عطر خشبي,Lattafa,,20000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر خشبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-463,463,عطر روعة العود,Lattafa,,19000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر روعة العود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-465,465,عطر قمة النساء,Lattafa,,16000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قمة النساء; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-466,466,عطر رغبه للنساء,Lattafa,,13000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رغبه للنساء; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-467,467,عطر مسك مود,Lattafa,,16000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر مسك مود; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-468,468,عطر خلطات عربيه ذهبي,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر خلطات عربيه ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-479,479,عطر قمة رجالي,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قمة رجالي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-663,663,عطر انا الابيض روج,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر انا الابيض روج; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-715,715,عطر رمز لطافه ذهبي,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رمز لطافه ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-766,766,عطر اوراق العود,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اوراق العود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-775,775,عطر مسك السلامه,Lattafa,,15000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر مسك السلامه; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-823,823,عطر شيخ الشيوخ,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر شيخ الشيوخ; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-957,957,عطر 24 قيراط ذهبي,Lattafa,,19000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر 24 قيراط ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-958,958,عطر 24 قيراط سلفر,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر 24 قيراط سلفر; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-959,959,عطر نجدية,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر نجدية; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-970,970,عطر قائد الفرسان,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قائد الفرسان; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1015,1015,عطر فلفت عود,Lattafa,,23000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر فلفت عود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1042,1042,عطر ليل ملكي,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ليل ملكي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1065,1065,عود مود الكسير,Lattafa,,19000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=عود مود الكسير; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1172,1172,عطر فخر لطافة رجالي,Lattafa,,24000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر فخر لطافة رجالي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1173,1173,عطر فخر لطافة نسائي,Lattafa,,24000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر فخر لطافة نسائي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1191,1191,عطر عود مود ذهبي,Lattafa,,19000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر عود مود ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,YES,NO,NO
ARD-1249,1249,عطر سر الخلود الذهبي,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر سر الخلود الذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1250,1250,عطر امير العود,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر امير العود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1256,1256,عطر ماهر الذهبي,Lattafa,,35000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ماهر الذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1322,1322,عطر رائد ذهبي,Lattafa,,25000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رائد ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1323,1323,عطر رائد سلفر,Lattafa,,25000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر رائد سلفر; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1330,1330,عطر اجيال,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اجيال; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1338,1338,عطر عروق العود اميرلد,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر عروق العود اميرلد; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1369,1369,عطر الدر المكنون سلفر,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر الدر المكنون سلفر; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1430,1430,عطر امير العود / انتنس عود,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر امير العود / انتنس عود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1433,1433,عطر بديع العود,Lattafa,,35000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر بديع العود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1438,1438,كونفيدينتال ذهبي,Lattafa,,17000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=كونفيدينتال ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1439,1439,كونفيدينتال سلفر,Lattafa,,17000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=كونفيدينتال سلفر; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1480,1480,عطر عود ليل ملكي,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر عود ليل ملكي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1513,1513,عطر خالص عودي,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر خالص عودي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1672,1672,عطر شيخ الشيوخ / اصدار نهائي,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر شيخ الشيوخ / اصدار نهائي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1684,1684,عطر جنية,Lattafa,,17000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر جنية; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1702,1702,عطر ملك الطيور مركز,Lattafa,,13000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ملك الطيور مركز; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1744,1744,عطر اديب,Lattafa,,21000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اديب; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1774,1774,عطر سر حبي,Lattafa,,11000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر سر حبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1816,1816,عطر الفرسان عود اديشن,Lattafa,,13000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر الفرسان عود اديشن; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1856,1856,عطر قلائد,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قلائد; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1858,1858,عطر يارا,Lattafa,,30000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر يارا; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1910,1910,عطر ماهر اسود,Lattafa,,35000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ماهر اسود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2105,2105,عطر اجود,Lattafa,,25000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اجود; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2116,2116,عطر الاثال 100 مل,Lattafa,100 مل,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر الاثال 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2117,2117,عطر اعجازي لطافة سلفر,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اعجازي لطافة سلفر; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2126,2126,عطر بديع العود اميثست,Lattafa,,35000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر بديع العود اميثست; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2143,2143,عطر ايام نساء,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ايام نساء; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2144,2144,عطر اساطير رجال,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اساطير رجال; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2145,2145,عطر اساطير نساء,Lattafa,,13000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اساطير نساء; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2147,2147,عطر اطياف ذهبي,Lattafa,,13000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اطياف ذهبي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2150,2150,عطر اصحاب,Lattafa,,12000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اصحاب; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2151,2151,عطر ثريا,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ثريا; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2423,2423,عطر قائد الشباب 100 مل,Lattafa,100 مل,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر قائد الشباب 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2436,2436,عطر سقراط,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر سقراط; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2437,2437,عطر حياتي الملكي 100 مل,Lattafa,100 مل,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر حياتي الملكي 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2471,2471,عطر عودين 100 مل,Lattafa,100 مل,16000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر عودين 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2493,2493,عطر سمبلي عود 100 مل,Lattafa,100 مل,19000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر سمبلي عود 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2494,2494,عطر سطور 100 مل,Lattafa,100 مل,20000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر سطور 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2497,2497,عطر خلطة لطافة 100 مل,Lattafa,100 مل,23000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر خلطة لطافة 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2503,2503,عطر محاسن كرستال,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر محاسن كرستال; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2504,2504,عطر محاسن كرستال بنفسجي,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر محاسن كرستال بنفسجي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2511,2511,عطر انا الابيض بودري,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر انا الابيض بودري; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-2512,2512,عطر حياتي ذهبي الكسير,Lattafa,,15000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر حياتي ذهبي الكسير; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2515,2515,عطر انا الابيض لذر 60 مل,Lattafa,60 مل,16000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر انا الابيض لذر 60 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2519,2519,عطر المؤرخ 100 مل,Lattafa,100 مل,16000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر المؤرخ 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2583,2583,عطر نجدية تربيوت,Lattafa,,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر نجدية تربيوت; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2648,2648,عطر الازل 100 مل,Lattafa,100 مل,14000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر الازل 100 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
